您的性別?,請問您今年幾歲呢?,請問您的職業領域為...,其他,請問您是否去過東京呢?,請問您去過東京幾次呢?,請問您上一次與誰一同前往東京旅遊呢?,其他,請問您上一次去東京幾天?,請問您上一次去東京的總預算為新台幣多少錢?(填數字即可，例如:30000、85000),"請問您上一次去東京的(來回)機票花費是多少?(新台幣/人均) (填數字即可，例如:9500)","請問您在選擇航班時會優先注重什麼呢?(依個人重視程度由高到低排序) - 排序1","請問您在選擇航班時會優先注重什麼呢?(依個人重視程度由高到低排序) - 排序2","請問您在選擇航班時會優先注重什麼呢?(依個人重視程度由高到低排序) - 排序3","請問您在選擇航班時會優先注重什麼呢?(依個人重視程度由高到低排序) - 排序4",請問您上一次前往東京的飛機起飛時間是在甚麼時候?,請問您上一次去東京的住宿處為甚麼類型?,其他,"請問您在挑選住宿地點時會優先注重什麼?(選出前三名) - 排序1","請問您在挑選住宿地點時會優先注重什麼?(選出前三名) - 排序2","請問您在挑選住宿地點時會優先注重什麼?(選出前三名) - 排序3",請問您去之前去東京每晚的住宿花費大約是多少?(新台幣)(填數字即可),"請問您最喜歡曾經去過的哪些東京景點?(最多五名) - 淺草雷門","請問您最喜歡曾經去過的哪些東京景點?(最多五名) - 東京迪士尼樂園／迪士尼海洋","請問您最喜歡曾經去過的哪些東京景點?(最多五名) - 晴空塔","請問您最喜歡曾經去過的哪些東京景點?(最多五名) - 東京鐵塔","請問您最喜歡曾經去過的哪些東京景點?(最多五名) - 秋葉原","請問您最喜歡曾經去過的哪些東京景點?(最多五名) - 明治神宮","請問您最喜歡曾經去過的哪些東京景點?(最多五名) - 築地市場(漁產集散地與壽司餐廳)","請問您最喜歡曾經去過的哪些東京景點?(最多五名) - 豐洲市場(取代築地市場)","請問您最喜歡曾經去過的哪些東京景點?(最多五名) - 原宿竹下通","請問您最喜歡曾經去過的哪些東京景點?(最多五名) - 台場","請問您最喜歡曾經去過的哪些東京景點?(最多五名) - 大江戶物語","請問您最喜歡曾經去過的哪些東京景點?(最多五名) - 六本木 Tokyo City View","請問您最喜歡曾經去過的哪些東京景點?(最多五名) - 新宿歌舞伎町","請問您最喜歡曾經去過的哪些東京景點?(最多五名) - 機器人餐廳秀","請問您最喜歡曾經去過的哪些東京景點?(最多五名) - 阿美橫丁","請問您最喜歡曾經去過的哪些東京景點?(最多五名) - 上野恩賜公園、上野動物園","請問您最喜歡曾經去過的哪些東京景點?(最多五名) - 神田萬世橋","請問您最喜歡曾經去過的哪些東京景點?(最多五名) - 其他",其他,"請問這些景點最吸引您的原因是甚麼?(至多三項) - 物價便宜","請問這些景點最吸引您的原因是甚麼?(至多三項) - 大眾交通接駁方便","請問這些景點最吸引您的原因是甚麼?(至多三項) - 提供之旅遊資訊服務佳(含食住行及e化)","請問這些景點最吸引您的原因是甚麼?(至多三項) - 旅遊型態多樣性(例如:坐船遊湖、搭乘纜車、騎腳踏車、步道健行)","請問這些景點最吸引您的原因是甚麼?(至多三項) - 風景優美","請問這些景點最吸引您的原因是甚麼?(至多三項) - 景點知名度(例如:拍片、網路評價、親友推薦或網紅打卡熱點等)","請問這些景點最吸引您的原因是甚麼?(至多三項) - 其他",其他,"請問您最喜歡日本甚麼類型的食物?(至多五名) - 壽司（すし）或生魚片（刺身）","請問您最喜歡日本甚麼類型的食物?(至多五名) - 天婦羅（天ぷら）炸雞（唐揚げ）或炸豬排（とんかつ）","請問您最喜歡日本甚麼類型的食物?(至多五名) - 壽喜燒（すき焼き）或涮涮鍋（しゃぶしゃぶ）","請問您最喜歡日本甚麼類型的食物?(至多五名) - 拉麵（らーめん）或日式炒麵（ソース 焼きそば）","請問您最喜歡日本甚麼類型的食物?(至多五名) - 和牛 (和牛)或河豚（河豚）或懷石料理（懐石料理）","請問您最喜歡日本甚麼類型的食物?(至多五名) - 咖哩飯（カレーライス）或牛肉蓋飯（牛丼）","請問您最喜歡日本甚麼類型的食物?(至多五名) - 蕎麥麵（そば）或烏龍麵（うどん）","請問您最喜歡日本甚麼類型的食物?(至多五名) - 日式蒲燒鰻‎（鰻の蒲焼き）或烤肉（焼肉）","請問您最喜歡日本甚麼類型的食物?(至多五名) - 關東煮（おでん）","請問您最喜歡日本甚麼類型的食物?(至多五名) - 什錦燒（お好み焼き）或章魚燒（たこ焼き）","請問您最喜歡日本甚麼類型的食物?(至多五名) - 甜點","請問您最喜歡日本甚麼類型的食物?(至多五名) - 其他",其他,"請根據您選擇餐廳的因素之重要程度做出排列 - 排序1","請根據您選擇餐廳的因素之重要程度做出排列 - 排序2","請根據您選擇餐廳的因素之重要程度做出排列 - 排序3","請根據您選擇餐廳的因素之重要程度做出排列 - 排序4",請問您在東京旅遊時每餐的預算約為多少?(新台幣/人均)(填數字即可),"請問您喜歡的東京伴手禮類型? -  餅乾類(Pocky, ，美味棒，薯條三兄弟等)","請問您喜歡的東京伴手禮類型? -  小蛋糕類(東京巴奈奈，BAKE起士塔，小雞蛋糕等)","請問您喜歡的東京伴手禮類型? -  傳統點心類(團子，大福，最中，虎屋羊羹等)","請問您喜歡的東京伴手禮類型? - 巧克力類(明治Meiji, Godiva等)","請問您喜歡的東京伴手禮類型? - 麵包類(山崎麵包，銀座木村紅豆麵包等)","請問您喜歡的東京伴手禮類型? -  夾心餅乾類(KitKat, 白色戀人等)","請問您喜歡的東京伴手禮類型? - 腳色聯名甜點(拉拉熊，Hello Kitty, 寶可夢等)","請問您喜歡的東京伴手禮類型? - 果乾類(梅片，梅乾等)","請問您喜歡的東京伴手禮類型? - 都沒買過","請問您喜歡的東京伴手禮類型? - 其他",其他,請問您能接受的伴手禮最高預算為多少?(新台幣/每份)(填數字即可),"請問您在挑選伴手禮時會優先注重什麼?(至多三名) - 伴手禮外型是否美觀大氣","請問您在挑選伴手禮時會優先注重什麼?(至多三名) - 伴手禮知名度","請問您在挑選伴手禮時會優先注重什麼?(至多三名) - 價格","請問您在挑選伴手禮時會優先注重什麼?(至多三名) - 美味程度","請問您在挑選伴手禮時會優先注重什麼?(至多三名) - 是否可分裝","請問您在挑選伴手禮時會優先注重什麼?(至多三名) - 是否跟上潮流話題","請問您在挑選伴手禮時會優先注重什麼?(至多三名) - 聯名角色或活動(ex. Hello_Kitty, Marvel, 寶可夢...) ",如果有機會去東京的話，您最希望跟誰一起去呢?,其他,"請問您在選擇航班時會優先注重什麼呢?(依個人重視程度由高到低排序) - 排序1","請問您在選擇航班時會優先注重什麼呢?(依個人重視程度由高到低排序) - 排序2","請問您在選擇航班時會優先注重什麼呢?(依個人重視程度由高到低排序) - 排序3","請問您在選擇航班時會優先注重什麼呢?(依個人重視程度由高到低排序) - 排序4",如果您計畫前往東京遊玩，請問您最喜歡甚麼類型的住宿選擇呢?,其他,"請問您在挑選住宿地點時會優先注重什麼呢? - 排序1","請問您在挑選住宿地點時會優先注重什麼呢? - 排序2","請問您在挑選住宿地點時會優先注重什麼呢? - 排序3","請問您在挑選住宿地點時會優先注重什麼呢? - 排序4","如果去東京旅遊，請問您最想去哪些景點呢?(至多五名) - 淺草雷門","如果去東京旅遊，請問您最想去哪些景點呢?(至多五名) - 東京迪士尼樂園／迪士尼海洋","如果去東京旅遊，請問您最想去哪些景點呢?(至多五名) - 晴空塔","如果去東京旅遊，請問您最想去哪些景點呢?(至多五名) - 東京鐵塔","如果去東京旅遊，請問您最想去哪些景點呢?(至多五名) - 秋葉原(電器街與二次元相關產品)","如果去東京旅遊，請問您最想去哪些景點呢?(至多五名) - 明治神宮","如果去東京旅遊，請問您最想去哪些景點呢?(至多五名) - 築地市場(漁產集散地與壽司海鮮餐廳會集地)","如果去東京旅遊，請問您最想去哪些景點呢?(至多五名) - 豐洲市場(取代築地市場)","如果去東京旅遊，請問您最想去哪些景點呢?(至多五名) - 原宿竹下通","如果去東京旅遊，請問您最想去哪些景點呢?(至多五名) - 台場","如果去東京旅遊，請問您最想去哪些景點呢?(至多五名) - 大江戶物語","如果去東京旅遊，請問您最想去哪些景點呢?(至多五名) - 六本木 Tokyo City View","如果去東京旅遊，請問您最想去哪些景點呢?(至多五名) - 新宿歌舞伎町(夜生活好去處)","如果去東京旅遊，請問您最想去哪些景點呢?(至多五名) - 機器人餐廳秀","如果去東京旅遊，請問您最想去哪些景點呢?(至多五名) - 阿美橫丁","如果去東京旅遊，請問您最想去哪些景點呢?(至多五名) - 上野恩賜公園、上野動物園","如果去東京旅遊，請問您最想去哪些景點呢?(至多五名) - 神田萬世橋","如果去東京旅遊，請問您最想去哪些景點呢?(至多五名) - 其他",其他,"最喜歡日本甚麼類型的食物呢?(至多五名) - 壽司（すし）或生魚片（刺身）","最喜歡日本甚麼類型的食物呢?(至多五名) - 天婦羅（天ぷら）或炸雞（唐揚げ）炸豬排（とんかつ）","最喜歡日本甚麼類型的食物呢?(至多五名) - 壽喜燒（すき焼き）或涮涮鍋（しゃぶしゃぶ）","最喜歡日本甚麼類型的食物呢?(至多五名) - 拉麵（らーめん）或日式炒麵（ソース 焼きそば）","最喜歡日本甚麼類型的食物呢?(至多五名) - 和牛 (和牛)或河豚（河豚）或懷石料理（懐石料理）","最喜歡日本甚麼類型的食物呢?(至多五名) - 咖哩飯（カレーライス）或牛肉蓋飯（牛丼）","最喜歡日本甚麼類型的食物呢?(至多五名) - 蕎麥麵（そば）或烏龍麵（うどん）","最喜歡日本甚麼類型的食物呢?(至多五名) - 日式蒲燒鰻‎（鰻の蒲焼き）或烤肉（焼肉）","最喜歡日本甚麼類型的食物呢?(至多五名) - 關東煮（おでん）","最喜歡日本甚麼類型的食物呢?(至多五名) - 什錦燒（お好み焼き）或章魚燒（たこ焼き）","最喜歡日本甚麼類型的食物呢?(至多五名) - 甜點","最喜歡日本甚麼類型的食物呢?(至多五名) - 其他",其他,"請根據您選擇餐廳的因素重要程度做出排列 - 排序1","請根據您選擇餐廳的因素重要程度做出排列 - 排序2","請根據您選擇餐廳的因素重要程度做出排列 - 排序3","請根據您選擇餐廳的因素重要程度做出排列 - 排序4",請問您出國時平均每餐的預算為多少?(新台幣/人均)(填數字即可),"請問您喜歡的東京伴手禮類型? -  餅乾類(Pocky, ，美味棒，薯條三兄弟等)","請問您喜歡的東京伴手禮類型? -  小蛋糕類(東京巴奈奈，BAKE起士塔，小雞蛋糕等)","請問您喜歡的東京伴手禮類型? -  傳統點心類(團子，大福，最中，虎屋羊羹等)","請問您喜歡的東京伴手禮類型? - 巧克力類(明治Meiji, Godiva等)","請問您喜歡的東京伴手禮類型? - 麵包類(山崎麵包，銀座木村紅豆麵包等)","請問您喜歡的東京伴手禮類型? -  夾心餅乾類(KitKat, 白色戀人等)","請問您喜歡的東京伴手禮類型? - 腳色聯名甜點(拉拉熊，Hello Kitty, 寶可夢等)","請問您喜歡的東京伴手禮類型? - 果乾類(梅片，梅乾等)","請問您喜歡的東京伴手禮類型? - 都沒買過","請問您喜歡的東京伴手禮類型? - 其他",其他,"請問您在挑選伴手禮時會優先注重什麼?(選出前三名) - 排序1","請問您在挑選伴手禮時會優先注重什麼?(選出前三名) - 排序2","請問您在挑選伴手禮時會優先注重什麼?(選出前三名) - 排序3",請問您能接受的伴手禮最高預算為多少?(新台幣/每份)(填數字即可),"關於出國旅行那些事，您的看法如何呢？ - 比起跟親友出遊，我更喜歡自己出國","關於出國旅行那些事，您的看法如何呢？ - 都出國旅行了，我會願意花錢在美食上","關於出國旅行那些事，您的看法如何呢？ - 都出國旅行了，我會願意花錢在旅館上","關於出國旅行那些事，您的看法如何呢？ - 我會想要體驗當地知名的特色文化","關於出國旅行那些事，您的看法如何呢？ - 只要是我想去的地方，再遠我都願意去","關於出國旅行那些事，您的看法如何呢？ - 我喜歡自己參考網路資料訊，安排行程","出國到了當地會最想做什麼事呢？(至多兩項) - 尋訪當地古蹟","出國到了當地會最想做什麼事呢？(至多兩項) - 血拚購物塞滿行李箱","出國到了當地會最想做什麼事呢？(至多兩項) - 觀賞自然風景","出國到了當地會最想做什麼事呢？(至多兩項) - 體驗民俗活動","出國到了當地會最想做什麼事呢？(至多兩項) - 挑戰新奇事物(例如:高空彈跳、街頭卡丁車等等)","出國到了當地會最想做什麼事呢？(至多兩項) - 欣賞表演秀","出國到了當地會最想做什麼事呢？(至多兩項) - 其他",其他,"出國到了當地會最想做什麼事呢？(至多兩項) - 以上皆非",填答時間,填答秒數,IP紀錄,額滿結束註記,使用者紀錄,會員時間,會員編號,備註
潮男,22,學生,,沒有,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,單獨,,機票價格,航空公司評價(含餐點、服務、飛安、準誤點之綜合評價),啟航/回航時間,吉祥物角色聯名活動與周邊商品,旅館,,價格預算,交通便利性,旅遊網站用戶評價,房間照片是否美觀,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,,1,1,1,0,0,1,0,0,0,0,1,0,,交通便利性,餐廳知名度(網路評價、店家氣氛、服務態度...等),食物類型,CP值高,500,1,0,1,1,0,0,1,0,0,0,,價格,伴手禮知名度,"聯名角色或活動(ex. Hello_Kitty, Marvel, 寶可夢...) ",600,非常同意,非常同意,同意,非常同意,非常同意,非常同意,1,1,0,0,0,0,0,,0,"2019-09-26 03:27:54",464,117.19.229.46,,,,,
靚女,59,財務/金融/保險,,有,1,配偶+小孩共3人以上,,6,100000,10000,航空公司評價(含餐點、服務、飛安、準誤點之綜合評價),機票價格,啟航/回航時間,吉祥物角色聯名活動與周邊商品,"早上 ( 7:01 - 12:00 )",飯店,,價格預算,旅遊網站用戶評價,交通便利性,30000,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,0,1,0,0,,0,1,0,0,1,0,0,0,0,0,1,0,,餐廳知名度(網路評價、店家氣氛或服務態度等),食物類型,交通便利性,CP值高,3000,1,0,1,0,0,0,0,0,0,0,,2000,0,1,0,1,0,1,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,普通,非常同意,同意,非常同意,非常同意,普通,1,0,0,0,1,0,0,,0,"2019-09-26 06:14:12",542,223.137.159.8,,,,,
潮男,75,業務/貿易/銷售,,有,4,公司夥伴，學校同學，死黨好友，興趣社團或社區旅遊,,3,60000,5000,啟航/回航時間,航空公司評價(含餐點、服務、飛安、準誤點之綜合評價),機票價格,吉祥物角色聯名活動與周邊商品,"早上 ( 7:01 - 12:00 )",飯店,,交通便利性,價格預算,旅遊網站用戶評價,5000,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,,0,1,0,0,1,1,0,,0,0,0,1,1,1,1,1,0,0,0,0,,食物類型,CP值高,交通便利性,餐廳知名度(網路評價、店家氣氛或服務態度等),3000,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,0,0,0,與配偶兩人,,航空公司評價(含餐點、服務、飛安、準誤點之綜合評價),啟航/回航時間,機票價格,吉祥物角色聯名活動與周邊商品,飯店,,飯店星等,是否有中文服務,旅遊網站用戶評價,交通便利性,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,,0,0,0,0,1,1,1,1,1,0,0,0,,交通便利性,CP值高,食物類型,餐廳知名度(網路評價、店家氣氛、服務態度...等),300,0,0,0,0,0,0,0,0,1,0,,,,,,同意,同意,同意,非常同意,同意,同意,1,0,0,1,0,0,0,,0,"2019-09-26 06:57:02",1826,203.77.35.228,,,,,
潮男,38,品管/製造/環衛,,沒有,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,配偶或小孩之外，還有長輩,,啟航/回航時間,航空公司評價(含餐點、服務、飛安、準誤點之綜合評價),機票價格,吉祥物角色聯名活動與周邊商品,民宿,,交通便利性,價格預算,旅遊網站用戶評價,房間照片是否美觀,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,,1,1,0,1,1,0,0,0,0,1,0,0,,食物類型,餐廳知名度(網路評價、店家氣氛、服務態度...等),CP值高,交通便利性,500,1,0,0,1,0,1,0,0,0,0,,美味程度,伴手禮知名度,價格,300,同意,同意,同意,同意,普通,同意,0,0,1,0,0,1,0,,0,"2019-09-26 07:09:37",1045,42.73.118.56,,,,,
潮男,48,財務/金融/保險,,有,4,公司夥伴，學校同學，死黨好友，興趣社團或社區旅遊,,3,50000,20000,啟航/回航時間,機票價格,航空公司評價(含餐點、服務、飛安、準誤點之綜合評價),吉祥物角色聯名活動與周邊商品,"早上 ( 7:01 - 12:00 )",飯店,,交通便利性,價格預算,旅遊網站用戶評價,10000,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,,0,0,0,0,0,1,0,,0,0,1,1,1,1,0,0,0,0,0,0,,食物類型,餐廳知名度(網路評價、店家氣氛或服務態度等),CP值高,交通便利性,2000,1,0,0,0,0,0,0,0,0,0,,1000,0,1,1,1,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,不同意,同意,同意,,同意,同意,1,0,1,0,0,0,0,,0,"2019-09-26 07:26:18",571,223.136.71.210,,,,,
潮男,69,廣告/公關/設計,,有,12,配偶+小孩共3人以上,,6,,,啟航/回航時間,吉祥物角色聯名活動與周邊商品,航空公司評價(含餐點、服務、飛安、準誤點之綜合評價),機票價格,"早上 ( 7:01 - 12:00 )",飯店,,交通便利性,參考照片美觀程度,價格預算,,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,1,0,1,1,1,1,0,0,0,0,,,,,,,1,0,1,0,0,0,0,0,0,0,,800,0,1,1,1,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,不同意,非常同意,,,,,0,0,0,0,0,0,0,,0,"2019-09-26 07:58:10",654,220.136.3.221,,,,,
靚女,34,財務/金融/保險,,有,,與配偶兩人,,5,80000,12000,機票價格,啟航/回航時間,航空公司評價(含餐點、服務、飛安、準誤點之綜合評價),吉祥物角色聯名活動與周邊商品,"早上 ( 7:01 - 12:00 )",飯店,,交通便利性,價格預算,旅遊網站用戶評價,3500,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,,0,1,1,0,0,0,0,,0,0,0,1,1,0,0,0,0,0,0,0,,餐廳知名度(網路評價、店家氣氛或服務態度等),CP值高,食物類型,交通便利性,1000,1,1,0,0,0,0,0,0,0,0,,500,0,1,1,1,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,普通,同意,同意,同意,同意,同意,0,1,1,0,0,0,0,,0,"2019-09-26 08:04:28",382,223.140.213.212,,,,,
潮男,62,教育/學術/研究,,有,3,公司夥伴，學校同學，死黨好友，興趣社團或社區旅遊,,4,55000,9000,航空公司評價(含餐點、服務、飛安、準誤點之綜合評價),啟航/回航時間,機票價格,吉祥物角色聯名活動與周邊商品,"早上 ( 7:01 - 12:00 )",飯店,,交通便利性,飯店星等,價格預算,7000,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,,0,1,1,0,0,1,0,,1,1,0,0,1,1,0,0,1,0,0,0,,交通便利性,食物類型,CP值高,餐廳知名度(網路評價、店家氣氛或服務態度等),1500,1,0,1,0,0,1,1,0,0,0,,350,1,0,1,1,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,同意,普通,同意,非常同意,非常同意,同意,1,0,0,1,0,0,0,,0,"2019-09-26 08:07:28",658,123.192.132.13,,,,,
靚女,56,財務/金融/保險,,有,5,與配偶兩人,,6,60000,15000,啟航/回航時間,機票價格,航空公司評價(含餐點、服務、飛安、準誤點之綜合評價),吉祥物角色聯名活動與周邊商品,"早上 ( 7:01 - 12:00 )",飯店,,交通便利性,價格預算,旅遊網站用戶評價,4500,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,,0,1,0,0,1,1,0,,1,0,0,0,0,0,0,1,0,0,1,0,,食物類型,交通便利性,CP值高,餐廳知名度(網路評價、店家氣氛或服務態度等),1000,1,1,0,0,0,0,0,0,0,0,,,0,1,0,0,0,1,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,非常不同意,同意,同意,非常同意,同意,非常同意,0,0,1,0,0,0,1,品嚐當地特色美食,0,"2019-09-26 08:13:11",578,115.82.128.231,,,,,
潮男,50,財務/金融/保險,,沒有,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,與配偶兩人,,啟航/回航時間,機票價格,航空公司評價(含餐點、服務、飛安、準誤點之綜合評價),吉祥物角色聯名活動與周邊商品,飯店,,交通便利性,是否有中文服務,旅遊網站用戶評價,價格預算,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,,0,1,1,1,0,0,1,0,0,1,0,0,,食物類型,CP值高,餐廳知名度(網路評價、店家氣氛、服務態度...等),交通便利性,1000,0,0,1,0,0,0,0,1,0,0,,伴手禮外型是否美觀大氣,價格,伴手禮知名度,1000,普通,同意,同意,同意,同意,普通,1,0,1,0,0,0,0,,0,"2019-09-26 08:19:21",336,111.71.49.45,,,,,
潮男,67,業務/貿易/銷售,,有,20,配偶+小孩共3人以上,,5,150000,13500,航空公司評價(含餐點、服務、飛安、準誤點之綜合評價),機票價格,啟航/回航時間,吉祥物角色聯名活動與周邊商品,"早上 ( 7:01 - 12:00 )",飯店,,飯店星等,交通便利性,價格預算,8000,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,,0,1,1,0,1,0,0,,1,0,0,1,1,0,0,1,0,0,1,0,,食物類型,餐廳知名度(網路評價、店家氣氛或服務態度等),CP值高,交通便利性,1000,1,1,1,0,0,1,0,0,0,0,,1000,1,1,1,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,普通,同意,同意,同意,普通,同意,1,0,1,0,0,0,0,,0,"2019-09-26 08:28:55",867,123.192.60.62,,,,,
潮男,51,工程/研發/生技,,有,20,配偶+小孩共3人以上,,5,500000,15000,,,,,"半夜 ( 23:00 - 04:00 )",飯店,,,,,5000,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,,1,1,0,1,0,0,0,,1,1,1,0,1,0,1,0,0,0,0,0,,交通便利性,食物類型,CP值高,餐廳知名度(網路評價、店家氣氛或服務態度等),300000,1,1,0,0,0,0,0,0,0,0,,,1,0,1,1,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,普通,同意,普通,同意,同意,普通,0,1,1,0,0,0,0,,0,"2019-09-26 08:40:30",375,27.246.196.135,,,,,
潮男,42,旅遊/餐飲/休閒,,沒有,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,配偶+小孩共3人以上,,機票價格,啟航/回航時間,航空公司評價(含餐點、服務、飛安、準誤點之綜合評價),吉祥物角色聯名活動與周邊商品,飯店,,價格預算,是否有中文服務,交通便利性,房間照片是否美觀,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,,1,1,1,0,0,0,0,1,0,0,1,0,,餐廳知名度(網路評價、店家氣氛、服務態度...等),CP值高,交通便利性,食物類型,1000,1,0,0,1,0,0,0,0,0,0,,價格,伴手禮外型是否美觀大氣,是否可分裝,200,非常同意,同意,普通,同意,普通,普通,1,0,1,0,0,0,0,,0,"2019-09-26 08:48:09",299,101.15.131.122,,,,,
潮男,50,財務/金融/保險,,有,,配偶+小孩共3人以上,,5,200000,22000,航空公司評價(含餐點、服務、飛安、準誤點之綜合評價),啟航/回航時間,機票價格,吉祥物角色聯名活動與周邊商品,"早上 ( 7:01 - 12:00 )",旅館,,交通便利性,旅遊網站用戶評價,價格預算,5000,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,,0,1,0,0,1,1,0,,1,0,0,1,0,1,1,0,1,0,0,0,,CP值高,餐廳知名度(網路評價、店家氣氛或服務態度等),食物類型,交通便利性,1200,1,0,0,0,0,0,0,0,0,0,,1000,0,0,0,0,0,0,0,配偶+小孩共3人以上,,航空公司評價(含餐點、服務、飛安、準誤點之綜合評價),啟航/回航時間,機票價格,吉祥物角色聯名活動與周邊商品,旅館,,價格預算,交通便利性,房間照片是否美觀,旅遊網站用戶評價,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,,1,1,0,1,0,0,1,0,1,0,0,0,,餐廳知名度(網路評價、店家氣氛、服務態度...等),交通便利性,CP值高,食物類型,1500,1,0,0,0,0,0,0,0,0,0,,,,,,非常同意,普通,普通,非常同意,同意,同意,0,0,1,1,0,0,0,,0,"2019-09-26 09:09:42",375,223.140.80.236,,,,,
靚女,51,業務/貿易/銷售,,有,4,配偶+小孩共3人以上,,6,100000,10000,機票價格,航空公司評價(含餐點、服務、飛安、準誤點之綜合評價),啟航/回航時間,吉祥物角色聯名活動與周邊商品,"早上 ( 7:01 - 12:00 )",飯店,,飯店星等,交通便利性,價格預算,10000,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,,0,1,0,0,1,1,0,,0,0,0,1,1,0,0,0,0,0,0,0,,餐廳知名度(網路評價、店家氣氛或服務態度等),CP值高,交通便利性,食物類型,1000,1,0,0,0,0,0,0,1,0,0,,1000,1,0,1,1,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,同意,同意,普通,同意,同意,同意,0,1,1,0,0,0,0,,0,"2019-09-26 09:20:19",376,114.136.119.105,,,,,
